id,isBestMatch,isBuyerMaker,price,qty,quoteQty,date time
350295757,True,False,9138.46000000,0.00335500,30.65953330,2020-07-04 19:10:40
350295758,True,False,9138.46000000,0.00335500,30.65953330,2020-07-04 19:10:40
350295759,True,False,9138.46000000,0.00335500,30.65953330,2020-07-04 19:10:40
350295760,True,False,9138.46000000,0.00335500,30.65953330,2020-07-04 19:10:40
350295761,True,False,9138.46000000,0.00335500,30.65953330,2020-07-04 19:10:40
350295762,True,False,9138.46000000,0.00335500,30.65953330,2020-07-04 19:10:40
350295763,True,True,9137.98000000,0.11406700,1042.34196466,2020-07-04 19:10:40
350295764,True,False,9138.05000000,0.01500000,137.07075000,2020-07-04 19:10:40
350295765,True,False,9138.46000000,0.09595700,876.89920622,2020-07-04 19:10:40
350295766,True,False,9138.46000000,0.06065700,554.31156822,2020-07-04 19:10:41
350295767,True,False,9138.22000000,0.01505600,137.58504032,2020-07-04 19:10:41
350295768,True,False,9138.23000000,0.01500000,137.07345000,2020-07-04 19:10:41
350295769,True,False,9138.45000000,0.03010900,275.14959105,2020-07-04 19:10:41
350295770,True,False,9138.10000000,0.06015400,549.69326740,2020-07-04 19:10:42
350295771,True,False,9138.55000000,0.01558000,142.37860900,2020-07-04 19:10:42
350295772,True,True,9137.94000000,0.00909100,83.07301254,2020-07-04 19:10:43
350295773,True,False,9138.66000000,0.06086000,556.17884760,2020-07-04 19:10:43
350295774,True,True,9138.03000000,0.00618700,56.53699161,2020-07-04 19:10:43
350295775,True,True,9137.96000000,0.01000000,91.37960000,2020-07-04 19:10:43
350295776,True,True,9137.94000000,0.01078900,98.58923466,2020-07-04 19:10:43
350295777,True,False,9138.27000000,0.06013200,549.50245164,2020-07-04 19:10:43
350295778,True,True,9137.97000000,0.01000000,91.37970000,2020-07-04 19:10:44
350295779,True,True,9137.94000000,0.18333800,1675.33164372,2020-07-04 19:10:44
350295780,True,True,9137.94000000,0.01000000,91.37940000,2020-07-04 19:10:44
350295781,True,True,9137.02000000,0.06000000,548.22120000,2020-07-04 19:10:44
350295782,True,True,9137.01000000,0.07000000,639.59070000,2020-07-04 19:10:44
350295783,True,True,9137.00000000,0.01432500,130.88752500,2020-07-04 19:10:44
350295784,True,True,9136.82000000,0.00716600,65.47445212,2020-07-04 19:10:44
350295785,True,True,9136.53000000,0.00593600,54.23444208,2020-07-04 19:10:44
350295786,True,False,9137.95000000,0.00426000,38.92766700,2020-07-04 19:10:44
350295787,True,False,9137.95000000,0.06005200,548.75217340,2020-07-04 19:10:44
350295788,True,True,9137.94000000,0.00290600,26.55485364,2020-07-04 19:10:44
350295789,True,True,9137.94000000,0.00000700,0.06396558,2020-07-04 19:10:44
350295790,True,True,9136.19000000,0.03429300,313.30736367,2020-07-04 19:10:44
350295791,True,True,9136.20000000,0.03007400,274.76207880,2020-07-04 19:10:45
350295792,True,False,9137.92000000,0.06069700,554.64433024,2020-07-04 19:10:45
350295793,True,False,9137.13000000,0.01192900,108.99682377,2020-07-04 19:10:45
350295794,True,True,9137.12000000,0.00718700,65.66848144,2020-07-04 19:10:45
350295795,True,False,9137.13000000,0.00307100,28.06012623,2020-07-04 19:10:45
350295796,True,True,9137.17000000,0.06010000,549.14391700,2020-07-04 19:10:45
350295797,True,False,9137.25000000,0.00234600,21.43598850,2020-07-04 19:10:45
350295798,True,False,9137.64000000,0.79765400,7288.67509656,2020-07-04 19:10:45
350295799,True,False,9137.91000000,0.06015200,549.66356232,2020-07-04 19:10:45
350295800,True,False,9137.91000000,0.01137000,103.89803670,2020-07-04 19:10:45
350295801,True,False,9137.62000000,0.06026600,550.68780692,2020-07-04 19:10:46
350295802,True,True,9137.24000000,0.18529900,1693.12143476,2020-07-04 19:10:46
350295803,True,True,9137.39000000,0.00996600,91.06322874,2020-07-04 19:10:46
350295804,True,True,9137.28000000,0.01637700,149.64123456,2020-07-04 19:10:46
350295805,True,True,9136.70000000,0.13761200,1257.31956040,2020-07-04 19:10:46
350295806,True,False,9137.26000000,0.06037900,551.69862154,2020-07-04 19:10:47
350295807,True,False,9137.23000000,0.01500000,137.05845000,2020-07-04 19:10:47
350295808,True,False,9137.69000000,0.02299000,210.07549310,2020-07-04 19:10:47
350295809,True,False,9137.70000000,0.02208700,201.82437990,2020-07-04 19:10:47
350295810,True,True,9137.13000000,0.00218900,20.00117757,2020-07-04 19:10:48
350295811,True,False,9138.12000000,0.02407300,219.98196276,2020-07-04 19:10:48
350295812,True,False,9138.33000000,0.03673700,335.71482921,2020-07-04 19:10:48
350295813,True,False,9137.71000000,0.06008000,548.99361680,2020-07-04 19:10:49
350295814,True,False,9137.70000000,0.06050500,552.87653850,2020-07-04 19:10:49
350295815,True,True,9137.09000000,0.00994700,90.88663423,2020-07-04 19:10:50
350295816,True,False,9137.70000000,0.00567400,51.84730980,2020-07-04 19:10:50
350295817,True,False,9137.71000000,0.03574600,326.63658166,2020-07-04 19:10:50
350295818,True,False,9137.96000000,0.00649800,59.37846408,2020-07-04 19:10:50
350295819,True,False,9137.62000000,0.06001400,548.38512668,2020-07-04 19:10:50
350295820,True,False,9137.06000000,0.00400000,36.54824000,2020-07-04 19:10:50
350295821,True,False,9137.06000000,0.01100000,100.50766000,2020-07-04 19:10:50
350295822,True,False,9138.03000000,0.45839200,4188.79984776,2020-07-04 19:10:51
350295823,True,False,9137.48000000,0.06022800,550.33214544,2020-07-04 19:10:51
350295824,True,False,9138.01000000,0.06037800,551.73476778,2020-07-04 19:10:51
350295825,True,False,9137.70000000,0.00333400,30.46509180,2020-07-04 19:10:52
350295826,True,False,9138.01000000,0.06049000,552.75822490,2020-07-04 19:10:52
350295827,True,False,9137.12000000,0.06046800,552.50337216,2020-07-04 19:10:53
350295828,True,True,9136.91000000,0.00218900,20.00069599,2020-07-04 19:10:53
350295829,True,True,9137.04000000,0.14229400,1300.14596976,2020-07-04 19:10:53
350295830,True,True,9137.03000000,0.04038600,369.00809358,2020-07-04 19:10:53
350295831,True,False,9137.10000000,0.00400000,36.54840000,2020-07-04 19:10:53
350295832,True,False,9137.83000000,0.01879500,171.74551485,2020-07-04 19:10:54
350295833,True,False,9137.84000000,0.04155800,379.75035472,2020-07-04 19:10:54
350295834,True,True,9136.74000000,0.01339500,122.38663230,2020-07-04 19:10:54
350295835,True,True,9136.78000000,0.00984500,89.95159910,2020-07-04 19:10:54
350295836,True,True,9136.74000000,0.00021000,1.91871540,2020-07-04 19:10:54
350295837,True,True,9136.50000000,0.00992500,90.67976250,2020-07-04 19:10:54
350295838,True,True,9136.50000000,0.00984500,89.94884250,2020-07-04 19:10:54
350295839,True,True,9136.51000000,0.03405500,311.14384805,2020-07-04 19:10:54
350295840,True,True,9136.51000000,0.11186700,1022.07396417,2020-07-04 19:10:54
350295841,True,False,9137.59000000,0.06021500,550.21998185,2020-07-04 19:10:54
350295842,True,True,9136.89000000,0.00988800,90.34556832,2020-07-04 19:10:55
350295843,True,True,9136.77000000,0.00822200,75.12252294,2020-07-04 19:10:55
350295844,True,False,9137.49000000,0.06021300,550.19568537,2020-07-04 19:10:55
350295845,True,True,9136.78000000,0.01779800,162.61641044,2020-07-04 19:10:55
350295846,True,False,9137.45000000,0.02573100,235.11572595,2020-07-04 19:10:56
350295847,True,False,9137.46000000,0.00776000,70.90668960,2020-07-04 19:10:56
350295848,True,False,9137.48000000,0.02667700,243.76055396,2020-07-04 19:10:56
350295849,True,True,9136.98000000,0.02393600,218.70275328,2020-07-04 19:10:56
350295850,True,True,9136.92000000,0.02491300,227.62808796,2020-07-04 19:10:56
350295851,True,False,9137.43000000,0.00983700,89.88489891,2020-07-04 19:10:56
350295852,True,False,9137.48000000,0.03332300,304.48824604,2020-07-04 19:10:56
350295853,True,False,9137.55000000,0.01845400,168.62434770,2020-07-04 19:10:56
350295854,True,False,9137.55000000,0.06129700,560.10440235,2020-07-04 19:10:56
350295855,True,True,9137.00000000,0.08122300,742.13455100,2020-07-04 19:10:57
350295856,True,True,9137.17000000,0.00218900,20.00126513,2020-07-04 19:10:57
350295857,True,False,9137.14000000,0.04923400,449.85795076,2020-07-04 19:10:57
350295858,True,False,9137.14000000,0.06074200,555.00815788,2020-07-04 19:10:57
350295859,True,False,9136.96000000,0.00400000,36.54784000,2020-07-04 19:10:57
350295860,True,False,9136.96000000,0.03776900,345.09384224,2020-07-04 19:10:58
350295861,True,False,9136.96000000,0.00400000,36.54784000,2020-07-04 19:10:58
350295862,True,False,9136.96000000,0.00132300,12.08819808,2020-07-04 19:10:58
350295863,True,False,9136.96000000,0.06015600,549.64296576,2020-07-04 19:10:58
350295864,True,False,9136.96000000,0.01625800,148.54869568,2020-07-04 19:10:58
350295865,True,True,9136.88000000,0.01000400,91.40534752,2020-07-04 19:10:59
350295866,True,False,9137.28000000,0.01955900,178.71605952,2020-07-04 19:10:59
350295867,True,False,9137.49000000,0.04167000,380.75920830,2020-07-04 19:10:59
350295868,True,False,9137.48000000,0.01600000,146.19968000,2020-07-04 19:10:59
350295869,True,True,9137.09000000,0.00843000,77.02566870,2020-07-04 19:10:59
350295870,True,False,9137.28000000,0.00224700,20.53146816,2020-07-04 19:10:59
350295871,True,False,9137.03000000,0.03638600,332.45997358,2020-07-04 19:10:59
350295872,True,False,9137.03000000,0.04714900,430.80182747,2020-07-04 19:10:59
350295873,True,True,9136.95000000,0.00699600,63.92210220,2020-07-04 19:10:59
350295874,True,False,9137.03000000,0.00511600,46.74504548,2020-07-04 19:10:59
350295875,True,False,9137.03000000,0.06048400,552.64412252,2020-07-04 19:10:59
350295876,True,False,9137.03000000,0.03766200,344.11882386,2020-07-04 19:10:59
350295877,True,True,9137.04000000,0.00619400,56.59482576,2020-07-04 19:11:00
350295878,True,False,9136.90000000,0.06114100,558.63920290,2020-07-04 19:11:00
350295879,True,False,9136.90000000,0.06082100,555.71539490,2020-07-04 19:11:00
350295880,True,True,9136.97000000,0.01475200,134.78858144,2020-07-04 19:11:00
350295881,True,True,9136.90000000,0.00700800,64.03139520,2020-07-04 19:11:00
350295882,True,False,9136.91000000,0.00885600,80.91647496,2020-07-04 19:11:01
350295883,True,False,9136.92000000,0.06131800,560.25766056,2020-07-04 19:11:01
350295884,True,False,9136.92000000,0.06007600,548.90960592,2020-07-04 19:11:02
350295885,True,False,9136.93000000,0.06008200,548.96502826,2020-07-04 19:11:02
350295886,True,True,9136.94000000,0.12500000,1142.11750000,2020-07-04 19:11:03
350295887,True,False,9136.95000000,0.00165100,15.08510445,2020-07-04 19:11:03
350295888,True,False,9136.95000000,0.05836400,533.26894980,2020-07-04 19:11:03
350295889,True,False,9136.95000000,0.06034100,551.33269995,2020-07-04 19:11:04
350295890,True,False,9137.49000000,0.06089600,556.43659104,2020-07-04 19:11:04
